name,image,price,product_link,product_type
Straight Fit Denim Cargo Jeans,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_03_T17_1626M_E1_X_EC_0","₹1,999.00",/straight-fit-denim-cargo-jeans/p/P60634445.html?dwvar_P60634445_color=E1,jeans
Cotton Mix Slim Fit Jeans,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/OD_03_T17_1277I_XB_X_EC_0","₹3,999.00",/cotton-mix-slim-fit-jeans/p/P60594826.html?dwvar_P60594826_color=XB,jeans
Straight Fit Vintage Wash Stretch Jeans,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_03_T17_1663M_XB_X_EC_0","₹2,099.00",/straight-fit-vintage-wash-stretch-jeans/p/P60581349.html,jeans
Tapered Fit Stretch Jeans,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_03_T17_1262T_Y0_X_EC_0","₹1,599.00",/tapered-fit-stretch-jeans/p/P60544201.html,jeans
Slim Fit Japanese Selvedge Stretch Jeans,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_03_T17_1520S_GJ_X_EC_90","₹2,999.00",/slim-fit-japanese-selvedge-stretch-jeans/p/P60452790.html,jeans
Straight Fit Jeans with Stormwear™,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_03_T17_8450M_Y0_X_EC_0","₹1,999.00",/straight-fit-jeans-with-stormwear%E2%84%A2/p/P22388937.html,jeans
Slim Fit 360 Flex Jeans,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_03_T17_1389S_E2_X_EC_0","₹3,999.00",/slim-fit-360-flex-jeans/p/P60369985.html?dwvar_P60369985_color=E2,jeans
Straight Fit Stretch Jeans,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_03_T17_1616M_YG_X_EC_0","₹1,399.00",/straight-fit-stretch-jeans/p/P60209694.html,jeans
Slim Fit Stretch Jeans,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_03_T17_1615S_T3_X_EC_0",₹849.00,/slim-fit-stretch-jeans/p/P60201822.html,jeans
Skinny Fit Stretch Jeans,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_03_T17_1615Y_QP_X_EC_90","₹1,399.00",/skinny-fit-stretch-jeans/p/P60201893.html,jeans
Pure Cotton Straight Fit Jeans,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_03_T17_6541M_Y0_X_EC_0",₹999.00,/pure-cotton-straight-fit-jeans/p/P60216395.html,jeans
