name,image,price,product_link,product_type
Linen Blend Ruched T-Shirt,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_2211C_Z0_X_EC_0","₹1,874.06",/linen-blend-ruched-t-shirt/p/P60723136.html,tops
Linen Rich Crew Neck Twist Front T-Shirt,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_2219C_NZ_X_EC_0","₹1,499.40",/linen-rich-crew-neck-twist-front-t-shirt/p/P60723129.html,tops
Cotton Rich Scoop Neck Henley Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_3217C_Y4_X_EC_0","₹1,874.06",/cotton-rich-scoop-neck-henley-top/p/P60735123.html,tops
Short Sleeve Ruffle Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_3219C_K1_X_EC_0","₹1,874.06",/short-sleeve-ruffle-top/p/P60735126.html,tops
Long Sleeve Floral Mesh Slash Neck Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_3223C_KY_X_EC_0","₹1,874.06",/long-sleeve-floral-mesh-slash-neck-top/p/P60735148.html,tops
Jersey Asymmetric Ruffle Neck Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_3224C_P6_X_EC_0","₹1,874.06",/jersey-asymmetric-ruffle-neck-top/p/P60735151.html,tops
Pure Cotton Square Neck Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_7911_D6_X_EC_0",₹999.00,/pure-cotton-square-neck-top/p/P60735211.html,tops
Pure Cotton Printed Strappy Vest,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T52_2518_J4_X_EC_0","₹1,199.40",/pure-cotton-printed-strappy-vest/p/P60735569.html,tops
V-Neck Frill Detail Blouse,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_4575T_KY_X_EC_0","₹1,799.40",/v-neck-frill-detail-blouse/p/P60715755.html,tops
Pure Cotton Textured Collared Beach Shirt,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T52_2167_RS_X_EC_0","₹1,199.40",/pure-cotton-textured-collared-beach-shirt/p/P60713256.html,tops
Bouclé Sequin Crew Neck Jumper with Wool,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T38_0282_XH_X_EC_0","₹3,999.00",/boucl%C3%A9-sequin-crew-neck-jumper-with-wool/p/P60704115.html,tops
Polka Dot Frill Detail Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_2907T_R4_X_EC_0","₹1,499.40",/polka-dot-frill-detail-top/p/P60728586.html,tops
Lyocell Rich Printed Cami Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_3099W_ZZ_X_EC_0","₹1,405.31",/lyocell-rich-printed-cami-top/p/P60723382.html,tops
Supersoft Crew Neck Jumper,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T38_1842_KM_X_EC_90","₹1,199.00",/supersoft-crew-neck-jumper/p/P60688914.html,tops
Pure Cotton Printed Tie Front Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_1065W_B4_X_EC_0",₹999.00,/pure-cotton-printed-tie-front-top/p/P60709302.html,tops
Jersey Polka Dot Regular Fit Sleeveless Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_7727_KY_X_EC_0","₹1,199.00",/jersey-polka-dot-regular-fit-sleeveless-top/p/P60739074.html,tops
Pure Cotton Floral Printed Blouse,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_1085W_J4_X_EC_0","₹1,199.00",/pure-cotton-floral-printed-blouse/p/P60720123.html,tops
Cotton Blend Lace Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_4980J_G0_X_EC_90",₹999.00,/cotton-blend-lace-top/p/P60715741.html,tops
Animal Print Square Neck Top,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_0012J_N4_X_EC_0","₹1,199.00",/animal-print-square-neck-top/p/P60711000.html,tops
Lace Crew Neck Ruffle Blouse,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T41_9046W_P6_X_EC_0","₹1,599.00",/lace-crew-neck-ruffle-blouse/p/P60705583.html,tops
Lace Embroidered Tie Neck Blouse,"https://assets.digitalcontent.marksandspencer.app/image/upload/w_550,h_715,q_auto,f_auto,e_sharpen/SD_01_T43_2314T_KY_X_EC_0","₹1,599.00",/lace-embroidered-tie-neck-blouse/p/P60705341.html,tops
